2016-04-30 15:40:18 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:40:18 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:40:18 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'LOG_LEVEL': 'INFO', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:40:18 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:40:18 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:40:18 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:40:18 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:40:18 [scrapy] INFO: Spider opened
2016-04-30 15:40:18 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:40:38 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:40:38 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 34338,
 'downloader/request_count': 108,
 'downloader/request_method_count/GET': 108,
 'downloader/response_bytes': 1856545,
 'downloader/response_count': 108,
 'downloader/response_status_count/200': 108,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 40, 38, 948835),
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'request_depth_max': 107,
 'response_received_count': 108,
 'scheduler/dequeued': 108,
 'scheduler/dequeued/memory': 108,
 'scheduler/enqueued': 108,
 'scheduler/enqueued/memory': 108,
 'spider_exceptions/IndexError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 40, 18, 993820)}
2016-04-30 15:40:38 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:41:07 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:41:07 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:41:07 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:41:07 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:41:07 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:41:07 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:41:07 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:41:07 [scrapy] INFO: Spider opened
2016-04-30 15:41:07 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:41:07 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/87> (referer: http://www.dsqnw.com/page/86)
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/88> (referer: http://www.dsqnw.com/page/87)
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/89> (referer: http://www.dsqnw.com/page/88)
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/90> (referer: http://www.dsqnw.com/page/89)
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/91> (referer: http://www.dsqnw.com/page/90)
2016-04-30 15:44:52 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/92> (referer: http://www.dsqnw.com/page/91)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/93> (referer: http://www.dsqnw.com/page/92)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/94> (referer: http://www.dsqnw.com/page/93)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/95> (referer: http://www.dsqnw.com/page/94)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/96> (referer: http://www.dsqnw.com/page/95)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/97> (referer: http://www.dsqnw.com/page/96)
2016-04-30 15:44:53 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/98> (referer: http://www.dsqnw.com/page/97)
2016-04-30 15:44:54 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/99> (referer: http://www.dsqnw.com/page/98)
2016-04-30 15:44:54 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/100> (referer: http://www.dsqnw.com/page/99)
2016-04-30 15:44:54 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/101> (referer: http://www.dsqnw.com/page/100)
2016-04-30 15:44:54 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/102> (referer: http://www.dsqnw.com/page/101)
2016-04-30 15:44:54 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/103> (referer: http://www.dsqnw.com/page/102)
2016-04-30 15:44:55 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/104> (referer: http://www.dsqnw.com/page/103)
2016-04-30 15:44:55 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/105> (referer: http://www.dsqnw.com/page/104)
2016-04-30 15:44:55 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/106> (referer: http://www.dsqnw.com/page/105)
2016-04-30 15:44:55 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/107> (referer: http://www.dsqnw.com/page/106)
2016-04-30 15:44:55 [scrapy] DEBUG: Crawled (200) <GET http://www.dsqnw.com/page/108> (referer: http://www.dsqnw.com/page/107)
2016-04-30 15:44:55 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:44:55 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 34338,
 'downloader/request_count': 108,
 'downloader/request_method_count/GET': 108,
 'downloader/response_bytes': 1856533,
 'downloader/response_count': 108,
 'downloader/response_status_count/200': 108,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 44, 55, 939655),
 'log_count/DEBUG': 109,
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'request_depth_max': 107,
 'response_received_count': 108,
 'scheduler/dequeued': 108,
 'scheduler/dequeued/memory': 108,
 'scheduler/enqueued': 108,
 'scheduler/enqueued/memory': 108,
 'spider_exceptions/IndexError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 44, 37, 270523)}
2016-04-30 15:44:55 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:46:56 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:46:56 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:46:56 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:46:56 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:46:56 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:46:56 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:46:56 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:46:56 [scrapy] INFO: Spider opened
2016-04-30 15:46:56 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:46:56 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:46:56 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net> (referer: None)
2016-04-30 15:46:56 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/2> (referer: http://fuliba.net)
2016-04-30 15:46:56 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/3> (referer: http://fuliba.net/page/2)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/4> (referer: http://fuliba.net/page/3)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/5> (referer: http://fuliba.net/page/4)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/6> (referer: http://fuliba.net/page/5)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/7> (referer: http://fuliba.net/page/6)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/8> (referer: http://fuliba.net/page/7)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/9> (referer: http://fuliba.net/page/8)
2016-04-30 15:46:57 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/10> (referer: http://fuliba.net/page/9)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/11> (referer: http://fuliba.net/page/10)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/12> (referer: http://fuliba.net/page/11)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/13> (referer: http://fuliba.net/page/12)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/14> (referer: http://fuliba.net/page/13)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/15> (referer: http://fuliba.net/page/14)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/16> (referer: http://fuliba.net/page/15)
2016-04-30 15:46:58 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/17> (referer: http://fuliba.net/page/16)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/18> (referer: http://fuliba.net/page/17)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/19> (referer: http://fuliba.net/page/18)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/20> (referer: http://fuliba.net/page/19)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/21> (referer: http://fuliba.net/page/20)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/22> (referer: http://fuliba.net/page/21)
2016-04-30 15:46:59 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/23> (referer: http://fuliba.net/page/22)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/24> (referer: http://fuliba.net/page/23)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/25> (referer: http://fuliba.net/page/24)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/26> (referer: http://fuliba.net/page/25)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/27> (referer: http://fuliba.net/page/26)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/28> (referer: http://fuliba.net/page/27)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/29> (referer: http://fuliba.net/page/28)
2016-04-30 15:47:00 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/30> (referer: http://fuliba.net/page/29)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/31> (referer: http://fuliba.net/page/30)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/32> (referer: http://fuliba.net/page/31)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/33> (referer: http://fuliba.net/page/32)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/34> (referer: http://fuliba.net/page/33)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/35> (referer: http://fuliba.net/page/34)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/36> (referer: http://fuliba.net/page/35)
2016-04-30 15:47:01 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/37> (referer: http://fuliba.net/page/36)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/38> (referer: http://fuliba.net/page/37)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/39> (referer: http://fuliba.net/page/38)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/40> (referer: http://fuliba.net/page/39)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/41> (referer: http://fuliba.net/page/40)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/42> (referer: http://fuliba.net/page/41)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/43> (referer: http://fuliba.net/page/42)
2016-04-30 15:47:02 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/44> (referer: http://fuliba.net/page/43)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/45> (referer: http://fuliba.net/page/44)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/46> (referer: http://fuliba.net/page/45)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/47> (referer: http://fuliba.net/page/46)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/48> (referer: http://fuliba.net/page/47)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/49> (referer: http://fuliba.net/page/48)
2016-04-30 15:47:03 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/50> (referer: http://fuliba.net/page/49)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/51> (referer: http://fuliba.net/page/50)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/52> (referer: http://fuliba.net/page/51)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/53> (referer: http://fuliba.net/page/52)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/54> (referer: http://fuliba.net/page/53)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/55> (referer: http://fuliba.net/page/54)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/56> (referer: http://fuliba.net/page/55)
2016-04-30 15:47:04 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/57> (referer: http://fuliba.net/page/56)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/58> (referer: http://fuliba.net/page/57)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/59> (referer: http://fuliba.net/page/58)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/60> (referer: http://fuliba.net/page/59)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/61> (referer: http://fuliba.net/page/60)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/62> (referer: http://fuliba.net/page/61)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/63> (referer: http://fuliba.net/page/62)
2016-04-30 15:47:05 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/64> (referer: http://fuliba.net/page/63)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/65> (referer: http://fuliba.net/page/64)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/66> (referer: http://fuliba.net/page/65)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/67> (referer: http://fuliba.net/page/66)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/68> (referer: http://fuliba.net/page/67)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/69> (referer: http://fuliba.net/page/68)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/70> (referer: http://fuliba.net/page/69)
2016-04-30 15:47:06 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/71> (referer: http://fuliba.net/page/70)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/72> (referer: http://fuliba.net/page/71)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/73> (referer: http://fuliba.net/page/72)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/74> (referer: http://fuliba.net/page/73)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/75> (referer: http://fuliba.net/page/74)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/76> (referer: http://fuliba.net/page/75)
2016-04-30 15:47:07 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/77> (referer: http://fuliba.net/page/76)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/78> (referer: http://fuliba.net/page/77)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/79> (referer: http://fuliba.net/page/78)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/80> (referer: http://fuliba.net/page/79)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/81> (referer: http://fuliba.net/page/80)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/82> (referer: http://fuliba.net/page/81)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/83> (referer: http://fuliba.net/page/82)
2016-04-30 15:47:08 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/84> (referer: http://fuliba.net/page/83)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/85> (referer: http://fuliba.net/page/84)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/86> (referer: http://fuliba.net/page/85)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/87> (referer: http://fuliba.net/page/86)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/88> (referer: http://fuliba.net/page/87)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/89> (referer: http://fuliba.net/page/88)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/90> (referer: http://fuliba.net/page/89)
2016-04-30 15:47:09 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/91> (referer: http://fuliba.net/page/90)
2016-04-30 15:47:10 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/92> (referer: http://fuliba.net/page/91)
2016-04-30 15:47:10 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/93> (referer: http://fuliba.net/page/92)
2016-04-30 15:47:10 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/94> (referer: http://fuliba.net/page/93)
2016-04-30 15:47:10 [scrapy] DEBUG: Crawled (200) <GET http://fuliba.net/page/95> (referer: http://fuliba.net/page/94)
2016-04-30 15:47:10 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:47:10 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 23778,
 'downloader/request_count': 95,
 'downloader/request_method_count/GET': 95,
 'downloader/response_bytes': 1755581,
 'downloader/response_count': 95,
 'downloader/response_status_count/200': 95,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 47, 10, 658648),
 'log_count/DEBUG': 96,
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'request_depth_max': 94,
 'response_received_count': 95,
 'scheduler/dequeued': 95,
 'scheduler/dequeued/memory': 95,
 'scheduler/enqueued': 95,
 'scheduler/enqueued/memory': 95,
 'spider_exceptions/IndexError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 46, 56, 490644)}
2016-04-30 15:47:10 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:50:09 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:50:09 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:50:09 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:50:21 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:50:21 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:50:21 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:50:21 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:50:21 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:50:21 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:50:21 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:50:21 [scrapy] INFO: Spider opened
2016-04-30 15:50:21 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:50:21 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:50:21 [scrapy] DEBUG: Crawled (200) <GET http://zhainanba.net> (referer: None)
2016-04-30 15:50:21 [scrapy] ERROR: Spider error processing <GET http://zhainanba.net> (referer: None)
Traceback (most recent call last):
  File "/Library/Python/2.7/site-packages/scrapy/utils/defer.py", line 102, in iter_errback
    yield next(it)
  File "/Library/Python/2.7/site-packages/scrapy/spidermiddlewares/offsite.py", line 28, in process_spider_output
    for x in result:
  File "/Library/Python/2.7/site-packages/scrapy/spidermiddlewares/referer.py", line 22, in <genexpr>
    return (_set_referer(r) for r in result or ())
  File "/Library/Python/2.7/site-packages/scrapy/spidermiddlewares/urllength.py", line 37, in <genexpr>
    return (r for r in result or () if _filter(r))
  File "/Library/Python/2.7/site-packages/scrapy/spidermiddlewares/depth.py", line 54, in <genexpr>
    return (r for r in result or () if _filter(r))
  File "/Users/xiao/project/fuli/src/fuli_spiders/fuli_spiders/spiders/zhainanba.py", line 37, in parse
    img=img, tags=tags, date=date, category=category)
  File "/Users/xiao/project/fuli/src/fuli_spiders/fuli_spiders/spiders/base.py", line 59, in save
    kwargs['ch_src'] = self.__class__.ch_name
AttributeError: type object 'ZhaiNanBa' has no attribute 'ch_name'
2016-04-30 15:50:21 [scrapy] INFO: Closing spider (finished)
2016-04-30 15:50:21 [scrapy] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 211,
 'downloader/request_count': 1,
 'downloader/request_method_count/GET': 1,
 'downloader/response_bytes': 18193,
 'downloader/response_count': 1,
 'downloader/response_status_count/200': 1,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2016, 4, 30, 7, 50, 21, 788865),
 'log_count/DEBUG': 2,
 'log_count/ERROR': 1,
 'log_count/INFO': 7,
 'response_received_count': 1,
 'scheduler/dequeued': 1,
 'scheduler/dequeued/memory': 1,
 'scheduler/enqueued': 1,
 'scheduler/enqueued/memory': 1,
 'spider_exceptions/AttributeError': 1,
 'start_time': datetime.datetime(2016, 4, 30, 7, 50, 21, 603164)}
2016-04-30 15:50:21 [scrapy] INFO: Spider closed (finished)
2016-04-30 15:50:48 [scrapy] INFO: Scrapy 1.0.5 started (bot: fuli_spiders)
2016-04-30 15:50:48 [scrapy] INFO: Optional features available: ssl, http11
2016-04-30 15:50:48 [scrapy] INFO: Overridden settings: {'NEWSPIDER_MODULE': 'fuli_spiders.spiders', 'SPIDER_MODULES': ['fuli_spiders.spiders'], 'LOG_FILE': 'fuli_spiders.log', 'BOT_NAME': 'fuli_spiders'}
2016-04-30 15:50:48 [scrapy] INFO: Enabled extensions: CloseSpider, TelnetConsole, LogStats, CoreStats, SpiderState
2016-04-30 15:50:48 [scrapy] INFO: Enabled downloader middlewares: HttpAuthMiddleware, DownloadTimeoutMiddleware, UserAgentMiddleware, RetryMiddleware, DefaultHeadersMiddleware, MetaRefreshMiddleware, HttpCompressionMiddleware, RedirectMiddleware, CookiesMiddleware, ChunkedTransferMiddleware, DownloaderStats
2016-04-30 15:50:48 [scrapy] INFO: Enabled spider middlewares: HttpErrorMiddleware, OffsiteMiddleware, RefererMiddleware, UrlLengthMiddleware, DepthMiddleware
2016-04-30 15:50:48 [scrapy] INFO: Enabled item pipelines: 
2016-04-30 15:50:48 [scrapy] INFO: Spider opened
2016-04-30 15:50:48 [scrapy] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2016-04-30 15:50:48 [scrapy] DEBUG: Telnet console listening on 127.0.0.1:6023
2016-04-30 15:50:48 [scrapy] DEBUG: Crawled (200) <GET http://zhainanba.net> (referer: None)
